seg_id,time_to_failure
seg_00030f,3.1562127980253907
seg_0012b5,5.1299306477316735
seg_00184e,4.848030345523442
seg_003339,7.936754819755289
seg_0042cc,6.621410103683729
seg_004314,1.6932090132494593
seg_004cd2,6.966063467076077
seg_004ee5,3.655019546615971
seg_004f1f,5.020033737792798
seg_00648a,1.9905320930200276
seg_006e4a,2.470723009331595
seg_007a37,4.981663323634946
seg_00a37e,4.04308216087658
seg_00be11,2.868944181143174
seg_00c35b,8.279905569641018
seg_00cc91,4.628477633081386
seg_00e5f7,5.932730775164652
seg_00f3b9,4.213788789524003
seg_010eab,6.984830509075467
seg_0125d9,4.634945101805255
seg_0144cb,4.65977523635017
seg_0165c6,9.019668552618896
seg_016913,4.329589179230608
seg_016cdb,5.1114907963881695
seg_017314,6.990566863748305
seg_01a8dc,5.278503740488689
seg_01c775,7.350713694498
seg_01ecb0,4.727539751239282
seg_02042f,2.038869418011632
seg_025e78,5.412735748627735
seg_032822,4.777634831471033
seg_0339ca,4.156449567230081
seg_037461,4.70201453564249
seg_038879,6.777911888919868
seg_03d386,1.6947898880438743
seg_03d63e,4.492462459589072
seg_03d680,8.560689018892978
seg_03f380,4.183296943392367
seg_0445d7,4.293976209046477
seg_046c28,2.1443947959532337
seg_0488a1,6.702108498130807
seg_049957,9.092470859072362
seg_04a696,7.840298797384615
seg_04ae38,4.845942786263121
seg_04b87a,8.069388373426813
seg_04cceb,7.644198679111905
seg_04ee93,7.534383817193184
seg_04fd93,5.528729232264555
seg_0536c9,4.083802083582786
seg_055127,6.062269197409947
seg_05a1b0,4.972709762029249
seg_05a4ad,7.159565778527144
seg_05b66a,9.18622104735005
seg_05bef4,2.415904584960467
seg_05e0d7,3.821141963619279
seg_05f126,8.31575827836449
seg_05f9d6,6.405890202519688
seg_060ce4,2.244238077565709
seg_061a33,6.988762009596013
seg_0620e6,6.16466896897769
seg_063865,6.334598161173225
seg_065588,4.10694555848256
seg_06893f,2.043721770577368
seg_06b8c9,5.271086869536236
seg_06bbc5,2.565480393090709
seg_06d4a2,4.008599278229738
seg_06d7ba,2.5361553454602834
seg_070bb0,1.8767229558523277
seg_071067,2.702683706279866
seg_073696,8.622386342901375
seg_075340,4.72539321950621
seg_075f77,2.621112224235494
seg_0775a7,3.9262633272710397
seg_077b7e,4.906804110848786
seg_079e34,4.596761879518513
seg_07c815,5.045912847120922
seg_07cd72,4.3928587003287625
seg_07f37c,3.5981860141998094
seg_07f8df,4.9419721757487585
seg_07fc6d,7.386335973758748
seg_086a61,8.867217122013725
seg_0870ab,5.046855594668731
seg_0879a8,7.79701870251786
seg_08b136,7.55451867304984
seg_08f441,4.423248193253941
