seg_id,time_to_failure
seg_00030f,3.2245870564630144
seg_0012b5,5.509526764886862
seg_00184e,5.123919519426253
seg_003339,8.03963509750935
seg_0042cc,6.482530383493116
seg_004314,2.7111411044600855
seg_004cd2,7.445386413729203
seg_004ee5,5.318360858295411
seg_004f1f,4.936519413991169
seg_00648a,2.8521533502019007
seg_006e4a,2.9670215739382035
seg_007a37,4.600277660064478
seg_00a37e,3.1943004052143875
seg_00be11,2.6318685447124333
seg_00c35b,7.5266157986795665
seg_00cc91,4.143744480911207
seg_00e5f7,6.393139366721975
seg_00f3b9,3.2594470437412464
seg_010eab,6.9913389603327944
seg_0125d9,5.307659706447623
seg_0144cb,4.664584090627655
seg_0165c6,9.734082901984484
seg_016913,3.8373881642646634
seg_016cdb,5.163677025151258
seg_017314,7.6265715922758215
seg_01a8dc,5.248174795000796
seg_01c775,8.110945562597188
seg_01ecb0,3.624200833701756
seg_02042f,2.225328949373842
seg_025e78,5.67442822930085
seg_032822,4.709731348847365
seg_0339ca,5.3729630225538045
seg_037461,4.097448736374764
seg_038879,7.670382251059136
seg_03d386,2.9015505055563158
seg_03d63e,5.361224031524163
seg_03d680,9.357953714111398
seg_03f380,3.1671211957544836
seg_0445d7,6.041239069115871
seg_046c28,2.6434475572794423
seg_0488a1,7.363138225692675
seg_049957,9.903292167337014
seg_04a696,9.27888567587406
seg_04ae38,4.811398371096378
seg_04b87a,9.460192755365497
seg_04cceb,7.093783128806621
seg_04ee93,8.177883478313463
seg_04fd93,6.951112615815295
seg_0536c9,4.296086993741918
seg_055127,6.8377632853084105
seg_05a1b0,5.195058093396735
seg_05a4ad,6.924522445643705
seg_05b66a,9.018382425970733
seg_05bef4,2.9131225388471185
seg_05e0d7,5.275844060165761
seg_05f126,9.386310443730414
seg_05f9d6,8.067271117250243
seg_060ce4,2.7442168053628917
seg_061a33,7.722467725497862
seg_0620e6,6.5660797668435835
seg_063865,6.663575264614023
seg_065588,4.144904491725143
seg_06893f,2.601324794706977
seg_06b8c9,6.023049276581391
seg_06bbc5,3.1604889925020028
seg_06d4a2,5.058293609516707
seg_06d7ba,3.6514833967961158
seg_070bb0,2.10861885204236
seg_071067,2.3159350216554975
seg_073696,8.613246813139881
seg_075340,5.211500205219087
seg_075f77,3.3355423453358224
seg_0775a7,3.2947886855572377
seg_077b7e,5.33184426273804
seg_079e34,5.0519563529919385
seg_07c815,4.112090993105145
seg_07cd72,4.934948505925652
seg_07f37c,3.4642764060918463
seg_07f8df,4.839754375783609
seg_07fc6d,7.634420861674215
seg_086a61,9.172208188277535
seg_0870ab,4.930980727558871
seg_0879a8,8.792118671470973
seg_08b136,7.911064877049368
seg_08f441,3.914193561816452
seg_08fd5b,5.198120607027124
seg_091c9d,9.91769287521282
seg_093a0a,7.573252841030937
seg_0968f1,6.998876416682241
seg_0981f3,2.635160269197241
seg_09dd59,7.443727776634165
seg_09ed4e,10.121345764332958
seg_09f0ff,4.4707642509087435
seg_0a0fbb,9.310652609648768
seg_0a1bd0,6.086053773085659
seg_0a42ba,8.83690248590657
seg_0a45a1,3.1173069550527672
seg_0a97c4,5.134385765888921
seg_0aa0fb,7.272674881842354
seg_0b07c7,6.252884365375593
seg_0b082e,9.090123796319304
seg_0b32f7,4.006685261691867
seg_0b3b94,6.138956384238969
seg_0b48c4,3.936996697202453
seg_0b4b24,3.249134457992067
seg_0b54ac,4.02384318361104
seg_0b76f5,9.974160257279774
seg_0b9ad8,9.655670104589767
seg_0b9ba3,9.938458864535516
seg_0ba210,10.583657529676568
seg_0ba585,4.9010754045474725
seg_0bb5fd,4.797674308186158
seg_0bc877,2.686726983365542
seg_0be6ee,2.68850419975848
seg_0c12cc,7.571659583921374
seg_0c1d3a,3.2077689291022704
seg_0c247b,6.689954678870661
seg_0c3943,3.541700251211167
seg_0c4e31,2.2078793299825787
seg_0c74cf,2.8121245791221847
seg_0c8502,8.533474440756311
seg_0c89ce,6.938134112195505
seg_0c9aa8,9.56825652290996
seg_0cb81b,2.9459178681793485
seg_0cca14,3.9459497500592233
seg_0cdcc8,2.875734176499562
seg_0cf651,2.5833846362006434
seg_0d0250,3.2310596788661474
seg_0d04b9,4.446706669233403
seg_0d13a7,4.9570795871040705
seg_0d434c,10.16966799435564
seg_0d540e,2.8311238867255892
seg_0d663a,7.319529518083588
seg_0d6d68,4.984043333939864
